filename,width,height,class,xmin,ymin,xmax,ymax
0075.JPG,320,320,person,134.0,191.0,167.0,233.0
0075.JPG,320,320,person,252.0,94.0,286.0,144.0
0075.JPG,320,320,person,266.0,151.0,318.0,199.0
0158.JPG,320,320,person,67.0,47.0,110.0,127.0
0199.JPG,320,320,person,107.0,99.0,127.0,116.0
0199.JPG,320,320,person,130.0,94.0,154.0,112.0
0199.JPG,320,320,person,122.0,120.0,141.0,138.0
0199.JPG,320,320,person,145.0,191.0,168.0,215.0
0199.JPG,320,320,person,53.0,91.0,90.0,102.0
0160.JPG,320,320,person,93.0,118.0,130.0,186.0
0160.JPG,320,320,person,238.0,136.0,298.0,178.0
0160.JPG,320,320,person,244.0,180.0,294.0,225.0
0160.JPG,320,320,person,102.0,31.0,142.0,81.0
0160.JPG,320,320,person,102.0,85.0,137.0,130.0
0159.JPG,320,320,person,62.0,1.0,113.0,73.0
0159.JPG,320,320,person,110.0,74.0,155.0,146.0
0159.JPG,320,320,person,160.0,51.0,190.0,114.0
0159.JPG,320,320,person,197.0,29.0,225.0,102.0
0119.JPG,320,320,person,34.0,84.0,82.0,166.0
0119.JPG,320,320,person,4.0,185.0,60.0,237.0
0187.JPG,320,320,person,247.0,101.0,284.0,167.0
0187.JPG,320,320,person,42.0,188.0,89.0,231.0
0187.JPG,320,320,person,2.0,36.0,48.0,87.0
0098.JPG,320,320,person,124.0,120.0,176.0,169.0
0098.JPG,320,320,person,121.0,155.0,166.0,210.0
0234.JPG,320,320,person,177.0,81.0,210.0,120.0
0234.JPG,320,320,person,213.0,114.0,244.0,157.0
0250.JPG,320,320,person,146.0,190.0,163.0,210.0
0250.JPG,320,320,person,140.0,230.0,156.0,249.0
0186.JPG,320,320,person,232.0,75.0,259.0,143.0
0148.JPG,320,320,person,35.0,95.0,94.0,159.0
0148.JPG,320,320,person,1.0,186.0,69.0,224.0
0148.JPG,320,320,person,197.0,222.0,238.0,256.0
0148.JPG,320,320,person,251.0,166.0,313.0,210.0
0148.JPG,320,320,person,255.0,49.0,310.0,107.0
0148.JPG,320,320,person,281.0,73.0,313.0,104.0
0148.JPG,320,320,person,263.0,120.0,313.0,162.0
0148.JPG,320,320,person,268.0,99.0,307.0,141.0
0101.JPG,320,320,person,15.0,91.0,63.0,175.0
0101.JPG,320,320,person,186.0,171.0,217.0,235.0
0101.JPG,320,320,person,118.0,126.0,152.0,180.0
0101.JPG,320,320,person,115.0,85.0,146.0,132.0
0167.JPG,320,320,person,225.0,1.0,267.0,65.0
0167.JPG,320,320,person,79.0,41.0,118.0,99.0
0167.JPG,320,320,person,41.0,24.0,74.0,86.0
0167.JPG,320,320,person,169.0,73.0,194.0,123.0
0128.JPG,320,320,person,205.0,58.0,239.0,131.0
0128.JPG,320,320,person,92.0,200.0,123.0,257.0
0128.JPG,320,320,person,129.0,191.0,173.0,245.0
0043.JPG,320,320,person,52.0,139.0,94.0,214.0
0163.JPG,320,320,person,155.0,148.0,202.0,210.0
0051.JPG,320,320,person,291.0,127.0,312.0,185.0
0051.JPG,320,320,person,269.0,86.0,289.0,149.0
0113.JPG,320,320,person,42.0,95.0,87.0,133.0
0113.JPG,320,320,person,35.0,121.0,93.0,165.0
0113.JPG,320,320,person,27.0,156.0,82.0,210.0
0169.JPG,320,320,person,183.0,107.0,217.0,177.0
0108.JPG,320,320,person,75.0,111.0,112.0,166.0
0108.JPG,320,320,person,49.0,141.0,115.0,209.0
0085.JPG,320,320,person,227.0,110.0,266.0,148.0
0085.JPG,320,320,person,233.0,143.0,268.0,199.0
0233.JPG,320,320,person,58.0,107.0,87.0,136.0
0233.JPG,320,320,person,73.0,95.0,100.0,131.0
0233.JPG,320,320,person,90.0,211.0,126.0,237.0
0233.JPG,320,320,person,30.0,196.0,52.0,215.0
0233.JPG,320,320,person,48.0,193.0,71.0,216.0
0233.JPG,320,320,person,141.0,274.0,165.0,297.0
0233.JPG,320,320,person,125.0,281.0,148.0,307.0
0226.JPG,320,320,person,118.0,206.0,147.0,229.0
0226.JPG,320,320,person,151.0,164.0,171.0,183.0
0226.JPG,320,320,person,151.0,184.0,169.0,206.0
0080.JPG,320,320,person,1.0,135.0,52.0,176.0
0080.JPG,320,320,person,1.0,174.0,58.0,222.0
0080.JPG,320,320,person,141.0,93.0,166.0,135.0
0080.JPG,320,320,person,154.0,142.0,188.0,198.0
0138.JPG,320,320,person,141.0,172.0,194.0,225.0
0138.JPG,320,320,person,35.0,112.0,92.0,169.0
0138.JPG,320,320,person,15.0,198.0,63.0,246.0
0046.JPG,320,320,person,235.0,263.0,266.0,317.0
0061.JPG,320,320,person,80.0,151.0,114.0,212.0
0155.JPG,320,320,person,17.0,55.0,58.0,120.0
0094.JPG,320,320,person,106.0,96.0,148.0,171.0
0094.JPG,320,320,person,201.0,243.0,239.0,296.0
0094.JPG,320,320,person,214.0,87.0,241.0,143.0
0094.JPG,320,320,person,227.0,121.0,250.0,176.0
0094.JPG,320,320,person,2.0,103.0,60.0,163.0
0094.JPG,320,320,person,7.0,57.0,59.0,124.0
0094.JPG,320,320,person,274.0,170.0,320.0,237.0
0154.JPG,320,320,person,101.0,126.0,140.0,195.0
0154.JPG,320,320,person,252.0,98.0,288.0,156.0
0154.JPG,320,320,person,98.0,101.0,155.0,144.0
0154.JPG,320,320,person,69.0,11.0,115.0,78.0
0201.JPG,320,320,person,126.0,109.0,142.0,131.0
0074.JPG,320,320,person,168.0,135.0,194.0,191.0
0074.JPG,320,320,person,195.0,227.0,239.0,285.0
0088.JPG,320,320,person,15.0,103.0,60.0,163.0
0088.JPG,320,320,person,256.0,137.0,294.0,201.0
0175.JPG,320,320,person,198.0,61.0,229.0,128.0
0175.JPG,320,320,person,113.0,60.0,151.0,108.0
0175.JPG,320,320,person,122.0,41.0,152.0,74.0
0281.JPG,320,320,person,64.0,77.0,74.0,100.0
0281.JPG,320,320,person,73.0,87.0,102.0,104.0
0272.JPG,320,320,person,105.0,148.0,147.0,167.0
0272.JPG,320,320,person,105.0,171.0,152.0,200.0
0205.JPG,320,320,person,129.0,91.0,152.0,114.0
0205.JPG,320,320,person,129.0,40.0,144.0,57.0
0205.JPG,320,320,person,119.0,60.0,145.0,85.0
0044.JPG,320,320,person,110.0,186.0,145.0,254.0
0044.JPG,320,320,person,85.0,181.0,110.0,233.0
0266.JPG,320,320,person,50.0,66.0,111.0,117.0
0266.JPG,320,320,person,39.0,215.0,98.0,262.0
0266.JPG,320,320,person,24.0,301.0,74.0,320.0
0111.JPG,320,320,person,190.0,107.0,230.0,168.0
0111.JPG,320,320,person,162.0,142.0,206.0,207.0
0064.JPG,320,320,person,110.0,29.0,141.0,100.0
0067.JPG,320,320,person,72.0,16.0,105.0,88.0
0067.JPG,320,320,person,14.0,1.0,60.0,67.0
0260.JPG,320,320,person,107.0,257.0,126.0,285.0
0260.JPG,320,320,person,106.0,144.0,121.0,159.0
0251.JPG,320,320,person,132.0,24.0,159.0,42.0
0251.JPG,320,320,person,143.0,60.0,160.0,92.0
0068.JPG,320,320,person,227.0,208.0,250.0,239.0
0143.JPG,320,320,person,74.0,125.0,142.0,192.0
0143.JPG,320,320,person,119.0,230.0,156.0,275.0
0143.JPG,320,320,person,185.0,157.0,226.0,198.0
0143.JPG,320,320,person,181.0,201.0,227.0,253.0
0143.JPG,320,320,person,216.0,63.0,241.0,99.0
0143.JPG,320,320,person,221.0,98.0,241.0,144.0
0218.JPG,320,320,person,104.0,192.0,124.0,215.0
0218.JPG,320,320,person,91.0,195.0,106.0,209.0
0218.JPG,320,320,person,122.0,104.0,139.0,120.0
0218.JPG,320,320,person,121.0,126.0,142.0,142.0
0218.JPG,320,320,person,115.0,75.0,131.0,97.0
0236.JPG,320,320,person,141.0,141.0,165.0,175.0
0236.JPG,320,320,person,230.0,159.0,247.0,187.0
0236.JPG,320,320,person,258.0,126.0,268.0,154.0
0236.JPG,320,320,person,235.0,207.0,249.0,241.0
0236.JPG,320,320,person,255.0,188.0,268.0,212.0
0134.JPG,320,320,person,275.0,55.0,310.0,128.0
0134.JPG,320,320,person,120.0,87.0,157.0,151.0
0229.JPG,320,320,person,197.0,157.0,221.0,210.0
0229.JPG,320,320,person,76.0,223.0,110.0,266.0
0229.JPG,320,320,person,54.0,241.0,91.0,294.0
0229.JPG,320,320,person,123.0,1.0,151.0,58.0
0261.JPG,320,320,person,189.0,141.0,210.0,166.0
0261.JPG,320,320,person,166.0,110.0,185.0,130.0
0261.JPG,320,320,person,195.0,89.0,218.0,104.0
0261.JPG,320,320,person,143.0,183.0,159.0,194.0
0261.JPG,320,320,person,130.0,177.0,149.0,188.0
0073.JPG,320,320,person,171.0,155.0,199.0,202.0
0073.JPG,320,320,person,154.0,194.0,182.0,241.0
0073.JPG,320,320,person,139.0,244.0,172.0,286.0
0076.JPG,320,320,person,139.0,85.0,177.0,143.0
0076.JPG,320,320,person,224.0,157.0,275.0,208.0
0076.JPG,320,320,person,230.0,204.0,282.0,245.0
0116.JPG,320,320,person,45.0,151.0,93.0,209.0
0116.JPG,320,320,person,4.0,158.0,54.0,198.0
0116.JPG,320,320,person,10.0,201.0,69.0,245.0
0254.JPG,320,320,person,203.0,187.0,222.0,216.0
0254.JPG,320,320,person,176.0,185.0,197.0,211.0
0254.JPG,320,320,person,147.0,207.0,175.0,241.0
0195.JPG,320,320,person,141.0,127.0,178.0,169.0
0195.JPG,320,320,person,203.0,129.0,246.0,171.0
0195.JPG,320,320,person,35.0,121.0,83.0,152.0
0195.JPG,320,320,person,17.0,127.0,54.0,150.0
0195.JPG,320,320,person,99.0,16.0,144.0,52.0
0195.JPG,320,320,person,106.0,58.0,150.0,85.0
0093.JPG,320,320,person,186.0,61.0,211.0,121.0
0093.JPG,320,320,person,178.0,120.0,208.0,172.0
0093.JPG,320,320,person,120.0,151.0,145.0,206.0
0093.JPG,320,320,person,116.0,117.0,144.0,159.0
0093.JPG,320,320,person,29.0,183.0,80.0,250.0
0095.JPG,320,320,person,105.0,164.0,137.0,211.0
0095.JPG,320,320,person,89.0,194.0,124.0,246.0
0095.JPG,320,320,person,24.0,121.0,66.0,178.0
0095.JPG,320,320,person,27.0,88.0,70.0,141.0
0230.JPG,320,320,person,156.0,187.0,176.0,209.0
0230.JPG,320,320,person,153.0,231.0,169.0,256.0
0264.JPG,320,320,person,114.0,29.0,160.0,87.0
0264.JPG,320,320,person,2.0,59.0,54.0,99.0
0264.JPG,320,320,person,1.0,14.0,49.0,46.0
0285.JPG,320,320,person,136.0,38.0,170.0,66.0
0285.JPG,320,320,person,136.0,66.0,169.0,106.0
0152.JPG,320,320,person,263.0,53.0,305.0,116.0
0152.JPG,320,320,person,154.0,72.0,193.0,151.0
0210.JPG,320,320,person,241.0,162.0,284.0,229.0
0210.JPG,320,320,person,13.0,74.0,60.0,136.0
0210.JPG,320,320,person,19.0,171.0,62.0,229.0
0210.JPG,320,320,person,1.0,194.0,47.0,263.0
0237.JPG,320,320,person,108.0,99.0,124.0,113.0
0237.JPG,320,320,person,142.0,127.0,165.0,152.0
0237.JPG,320,320,person,148.0,157.0,167.0,180.0
0120.JPG,320,320,person,209.0,200.0,251.0,265.0
0120.JPG,320,320,person,2.0,157.0,56.0,216.0
0120.JPG,320,320,person,110.0,1.0,155.0,69.0
0286.JPG,320,320,person,139.0,44.0,184.0,74.0
0286.JPG,320,320,person,133.0,69.0,176.0,112.0
0243.JPG,320,320,person,51.0,190.0,71.0,211.0
0243.JPG,320,320,person,108.0,121.0,133.0,139.0
0243.JPG,320,320,person,216.0,99.0,237.0,116.0
0243.JPG,320,320,person,149.0,84.0,169.0,102.0
0144.JPG,320,320,person,53.0,128.0,108.0,195.0
0144.JPG,320,320,person,62.0,201.0,110.0,251.0
0144.JPG,320,320,person,203.0,186.0,242.0,244.0
0144.JPG,320,320,person,167.0,83.0,198.0,149.0
0144.JPG,320,320,person,271.0,164.0,319.0,209.0
0144.JPG,320,320,person,269.0,208.0,320.0,258.0
0144.JPG,320,320,person,162.0,62.0,181.0,100.0
0245.JPG,320,320,person,99.0,54.0,127.0,80.0
0268.JPG,320,320,person,33.0,7.0,102.0,76.0
0189.JPG,320,320,person,150.0,30.0,185.0,69.0
0149.JPG,320,320,person,46.0,69.0,102.0,147.0
0149.JPG,320,320,person,165.0,73.0,209.0,141.0
0149.JPG,320,320,person,186.0,36.0,210.0,101.0
0149.JPG,320,320,person,177.0,257.0,212.0,311.0
0149.JPG,320,320,person,272.0,109.0,319.0,183.0
0180.JPG,320,320,person,91.0,187.0,138.0,235.0
0180.JPG,320,320,person,28.0,44.0,60.0,88.0
0180.JPG,320,320,person,24.0,23.0,50.0,49.0
0180.JPG,320,320,person,279.0,135.0,320.0,197.0
0246.JPG,320,320,person,108.0,156.0,122.0,172.0
0246.JPG,320,320,person,113.0,169.0,129.0,188.0
0238.JPG,320,320,person,110.0,179.0,135.0,199.0
0118.JPG,320,320,person,201.0,132.0,238.0,205.0
0118.JPG,320,320,person,92.0,95.0,136.0,149.0
0118.JPG,320,320,person,65.0,121.0,117.0,188.0
0118.JPG,320,320,person,10.0,162.0,66.0,228.0
0103.JPG,320,320,person,200.0,1.0,240.0,54.0
0196.JPG,320,320,person,228.0,120.0,244.0,147.0
0196.JPG,320,320,person,171.0,196.0,191.0,217.0
0196.JPG,320,320,person,94.0,194.0,111.0,208.0
0196.JPG,320,320,person,90.0,213.0,117.0,224.0
0045.JPG,320,320,person,164.0,99.0,192.0,164.0
0045.JPG,320,320,person,232.0,80.0,260.0,155.0
0176.JPG,320,320,person,160.0,190.0,189.0,246.0
0176.JPG,320,320,person,62.0,49.0,101.0,101.0
0176.JPG,320,320,person,66.0,26.0,94.0,71.0
0176.JPG,320,320,person,4.0,33.0,44.0,88.0
0110.JPG,320,320,person,251.0,136.0,294.0,199.0
0110.JPG,320,320,person,111.0,172.0,156.0,231.0
0209.JPG,320,320,person,61.0,31.0,82.0,61.0
0209.JPG,320,320,person,76.0,41.0,107.0,71.0
0192.JPG,320,320,person,81.0,89.0,103.0,108.0
0192.JPG,320,320,person,80.0,56.0,110.0,81.0
0058.JPG,320,320,person,228.0,160.0,264.0,210.0
0058.JPG,320,320,person,225.0,199.0,252.0,231.0
0224.JPG,320,320,person,156.0,96.0,186.0,126.0
0224.JPG,320,320,person,183.0,125.0,223.0,163.0
0207.JPG,320,320,person,145.0,198.0,173.0,207.0
0207.JPG,320,320,person,174.0,172.0,192.0,190.0
0212.JPG,320,320,person,87.0,152.0,128.0,182.0
0212.JPG,320,320,person,63.0,93.0,100.0,127.0
0212.JPG,320,320,person,27.0,74.0,53.0,103.0
0212.JPG,320,320,person,177.0,221.0,195.0,260.0
0033.JPG,320,320,person,173.0,258.0,206.0,314.0
0033.JPG,320,320,person,198.0,233.0,219.0,278.0
0040.JPG,320,320,person,194.0,112.0,235.0,174.0
0259.JPG,320,320,person,207.0,16.0,221.0,47.0
0259.JPG,320,320,person,217.0,82.0,235.0,105.0
0156.JPG,320,320,person,230.0,42.0,260.0,112.0
0156.JPG,320,320,person,99.0,115.0,142.0,174.0
0156.JPG,320,320,person,213.0,142.0,250.0,209.0
0156.JPG,320,320,person,232.0,220.0,272.0,270.0
0156.JPG,320,320,person,257.0,261.0,303.0,307.0
0145.JPG,320,320,person,190.0,50.0,219.0,130.0
0145.JPG,320,320,person,231.0,99.0,261.0,163.0
0145.JPG,320,320,person,115.0,10.0,157.0,76.0
0282.JPG,320,320,person,172.0,39.0,206.0,68.0
0282.JPG,320,320,person,183.0,72.0,218.0,115.0
0279.JPG,320,320,person,51.0,189.0,104.0,242.0
0279.JPG,320,320,person,173.0,54.0,197.0,106.0
0279.JPG,320,320,person,191.0,45.0,210.0,82.0
0279.JPG,320,320,person,117.0,1.0,161.0,53.0
0083.JPG,320,320,person,74.0,74.0,120.0,138.0
0222.JPG,320,320,person,97.0,133.0,139.0,207.0
0222.JPG,320,320,person,124.0,5.0,144.0,66.0
0135.JPG,320,320,person,13.0,41.0,69.0,105.0
0135.JPG,320,320,person,25.0,85.0,75.0,148.0
0135.JPG,320,320,person,1.0,113.0,50.0,177.0
0253.JPG,320,320,person,142.0,93.0,160.0,118.0
0253.JPG,320,320,person,125.0,229.0,139.0,245.0
0253.JPG,320,320,person,115.0,227.0,124.0,240.0
0253.JPG,320,320,person,102.0,104.0,113.0,117.0
0262.JPG,320,320,person,72.0,139.0,95.0,157.0
0262.JPG,320,320,person,58.0,136.0,75.0,158.0
0065.JPG,320,320,person,104.0,151.0,138.0,239.0
0065.JPG,320,320,person,49.0,162.0,94.0,237.0
0241.JPG,320,320,person,110.0,91.0,134.0,114.0
0241.JPG,320,320,person,167.0,134.0,184.0,156.0
0241.JPG,320,320,person,168.0,157.0,184.0,189.0
0086.JPG,320,320,person,69.0,94.0,102.0,161.0
0086.JPG,320,320,person,36.0,31.0,77.0,90.0
0275.JPG,320,320,person,45.0,211.0,93.0,259.0
0275.JPG,320,320,person,160.0,41.0,180.0,91.0
0275.JPG,320,320,person,178.0,37.0,200.0,78.0
0267.JPG,320,320,person,1.0,117.0,54.0,140.0
0267.JPG,320,320,person,1.0,148.0,60.0,178.0
0267.JPG,320,320,person,57.0,224.0,112.0,266.0
0267.JPG,320,320,person,58.0,269.0,101.0,289.0
0037.JPG,320,320,person,173.0,199.0,205.0,258.0
0037.JPG,320,320,person,8.0,216.0,66.0,264.0
0037.JPG,320,320,person,3.0,250.0,44.0,285.0
0092.JPG,320,320,person,202.0,122.0,236.0,156.0
0092.JPG,320,320,person,195.0,161.0,236.0,202.0
0092.JPG,320,320,person,275.0,77.0,310.0,139.0
0092.JPG,320,320,person,268.0,132.0,307.0,189.0
0047.JPG,320,320,person,20.0,162.0,74.0,219.0
0041.JPG,320,320,person,160.0,158.0,184.0,238.0
0041.JPG,320,320,person,133.0,168.0,153.0,201.0
0227.JPG,320,320,person,117.0,191.0,138.0,211.0
0227.JPG,320,320,person,165.0,221.0,184.0,252.0
0112.JPG,320,320,person,277.0,116.0,319.0,180.0
0112.JPG,320,320,person,199.0,96.0,229.0,130.0
0112.JPG,320,320,person,192.0,134.0,231.0,186.0
0112.JPG,320,320,person,138.0,85.0,171.0,142.0
0112.JPG,320,320,person,33.0,127.0,100.0,191.0
0112.JPG,320,320,person,44.0,101.0,94.0,147.0
0112.JPG,320,320,person,123.0,57.0,154.0,108.0
0112.JPG,320,320,person,273.0,210.0,320.0,265.0
0053.JPG,320,320,person,139.0,112.0,157.0,165.0
0053.JPG,320,320,person,160.0,105.0,181.0,170.0
0053.JPG,320,320,person,81.0,101.0,97.0,154.0
0053.JPG,320,320,person,235.0,189.0,256.0,240.0
0053.JPG,320,320,person,153.0,208.0,177.0,250.0
0053.JPG,320,320,person,258.0,233.0,276.0,288.0
0053.JPG,320,320,person,264.0,176.0,279.0,232.0
0042.JPG,320,320,person,161.0,165.0,180.0,200.0
0042.JPG,320,320,person,221.0,163.0,237.0,206.0
