filename,width,height,class,xmin,ymin,xmax,ymax,source,tag,prev_filename,xcen,ycen,w_yolo,h_yolo
002.jpg,320,320,person,166.0,160.0,181.0,181.0,adh,1,002.jpg,0.5421875,0.5328125,0.046875,0.065625
002.jpg,320,320,person,199.0,220.0,216.0,247.0,adh,1,002.jpg,0.6484375,0.7296875,0.053125,0.084375
002.jpg,320,320,person,104.0,289.0,118.0,308.0,adh,1,002.jpg,0.346875,0.9328125,0.04375,0.059375
002.jpg,320,320,person,101.0,309.0,118.0,320.0,adh,1,002.jpg,0.3421875,0.9828125,0.053125,0.034375
003.jpg,320,320,person,58.0,35.0,86.0,102.0,adh,1,003.jpg,0.225,0.2140625,0.0875,0.209375
003.jpg,320,320,person,100.0,121.0,136.0,172.0,adh,1,003.jpg,0.36875,0.4578125,0.1125,0.159375
004.jpg,320,320,person,112.0,140.0,125.0,162.0,adh,1,004.jpg,0.3703125,0.471875,0.040625,0.06875
004.jpg,320,320,person,106.0,23.0,118.0,47.0,adh,1,004.jpg,0.35,0.109375,0.0375,0.075
005.jpg,320,320,person,197.0,77.0,206.0,104.0,adh,1,005.jpg,0.6296875,0.2828125,0.028125,0.084375
005.jpg,320,320,person,184.0,170.0,195.0,187.0,adh,1,005.jpg,0.5921875,0.5578125,0.034375,0.053125
005.jpg,320,320,person,189.0,164.0,200.0,181.0,adh,1,005.jpg,0.6078125,0.5390625,0.034375,0.053125
005.jpg,320,320,person,140.0,90.0,151.0,109.0,adh,1,005.jpg,0.4546875,0.3109375,0.034375,0.059375
005.jpg,320,320,person,136.0,106.0,149.0,124.0,adh,1,005.jpg,0.4453125,0.359375,0.040625,0.05625
006.jpg,320,320,person,6.0,46.0,77.0,110.0,adh,1,006.jpg,0.1296875,0.24375,0.221875,0.2
007.jpg,320,320,person,57.0,154.0,75.0,188.0,adh,1,014.jpg,0.20625,0.534375,0.05625,0.10625
007.jpg,320,320,person,143.0,148.0,166.0,178.0,adh,1,014.jpg,0.4828125,0.509375,0.071875,0.09375
007.jpg,320,320,person,175.0,287.0,194.0,320.0,adh,1,014.jpg,0.5765625,0.9484375,0.059375,0.103125
008.jpg,320,320,person,89.0,3.0,104.0,35.0,adh,1,015.jpg,0.3015625,0.059375,0.046875,0.1
008.jpg,320,320,person,21.0,275.0,44.0,318.0,adh,1,015.jpg,0.1015625,0.9265625,0.071875,0.134375
009.jpg,320,320,person,196.0,266.0,212.0,307.0,adh,1,018.jpg,0.6375,0.8953125,0.05,0.128125
010.jpg,320,320,person,133.0,59.0,160.0,118.0,adh,1,019.jpg,0.4578125,0.2765625,0.084375,0.184375
010.jpg,320,320,person,89.0,0.0,130.0,51.0,adh,1,019.jpg,0.3421875,0.0796875,0.128125,0.159375
011.jpg,320,320,person,212.0,0.0,252.0,39.0,adh,1,021.jpg,0.725,0.0609375,0.125,0.121875
012.jpg,320,320,person,166.0,191.0,184.0,219.0,adh,1,022.jpg,0.546875,0.640625,0.05625,0.0875
012.jpg,320,320,person,118.0,1.0,137.0,23.0,adh,1,022.jpg,0.3984375,0.0375,0.059375,0.06875
012.jpg,320,320,person,124.0,38.0,135.0,55.0,adh,1,022.jpg,0.4046875,0.1453125,0.034375,0.053125
012.jpg,320,320,person,140.0,32.0,153.0,52.0,adh,1,022.jpg,0.4578125,0.13125,0.040625,0.0625
012.jpg,320,320,person,37.0,122.0,57.0,144.0,adh,1,022.jpg,0.146875,0.415625,0.0625,0.06875
012.jpg,320,320,person,20.0,121.0,40.0,140.0,adh,1,022.jpg,0.09375,0.4078125,0.0625,0.059375
012.jpg,320,320,person,11.0,79.0,34.0,101.0,adh,1,022.jpg,0.0703125,0.28125,0.071875,0.06875
012.jpg,320,320,person,6.0,91.0,26.0,110.0,adh,1,022.jpg,0.05,0.3140625,0.0625,0.059375
013.jpg,320,320,person,132.0,1.0,148.0,37.0,adh,1,026.jpg,0.4375,0.059375,0.05,0.1125
013.jpg,320,320,person,147.0,24.0,164.0,63.0,adh,1,026.jpg,0.4859375,0.1359375,0.053125,0.121875
013.jpg,320,320,person,169.0,78.0,191.0,112.0,adh,1,026.jpg,0.5625,0.296875,0.06875,0.10625
013.jpg,320,320,person,174.0,6.0,193.0,40.0,adh,1,026.jpg,0.5734375,0.071875,0.059375,0.10625
013.jpg,320,320,person,110.0,196.0,131.0,225.0,adh,1,026.jpg,0.3765625,0.6578125,0.065625,0.090625
014.jpg,320,320,person,201.0,136.0,273.0,224.0,adh,1,028.jpg,0.740625,0.5625,0.225,0.275
014.jpg,320,320,person,222.0,4.0,305.0,117.0,adh,1,028.jpg,0.8234375,0.1890625,0.259375,0.353125
015.jpg,320,320,person,81.0,114.0,118.0,153.0,adh,1,031.jpg,0.3109375,0.4171875,0.115625,0.121875
015.jpg,320,320,person,110.0,96.0,136.0,140.0,adh,1,031.jpg,0.384375,0.36875,0.08125,0.1375
015.jpg,320,320,person,184.0,0.0,214.0,46.0,adh,1,031.jpg,0.621875,0.071875,0.09375,0.14375
015.jpg,320,320,person,288.0,207.0,320.0,262.0,adh,1,031.jpg,0.95,0.7328125,0.1,0.171875
016.jpg,320,320,person,197.0,66.0,232.0,113.0,adh,1,035.jpg,0.6703125,0.2796875,0.109375,0.146875
017.jpg,320,320,person,164.0,199.0,173.0,224.0,adh,1,038.jpg,0.5265625,0.6609375,0.028125,0.078125
017.jpg,320,320,person,106.0,297.0,129.0,320.0,adh,1,038.jpg,0.3671875,0.9640625,0.071875,0.071875
018.jpg,320,320,person,154.0,126.0,162.0,148.0,adh,1,040.jpg,0.49375,0.428125,0.025,0.06875
018.jpg,320,320,person,102.0,102.0,119.0,118.0,adh,1,040.jpg,0.3453125,0.34375,0.053125,0.05
018.jpg,320,320,person,80.0,69.0,91.0,82.0,adh,1,040.jpg,0.2671875,0.2359375,0.034375,0.040625
018.jpg,320,320,person,76.0,85.0,89.0,97.0,adh,1,040.jpg,0.2578125,0.284375,0.040625,0.0375
019.jpg,320,320,person,208.0,123.0,320.0,224.0,adh,1,042.jpg,0.825,0.5421875,0.35,0.315625
019.jpg,320,320,person,0.0,159.0,45.0,211.0,adh,1,042.jpg,0.0703125,0.578125,0.140625,0.1625
020.jpg,320,320,person,114.0,69.0,129.0,116.0,adh,1,043.jpg,0.3796875,0.2890625,0.046875,0.146875
020.jpg,320,320,person,104.0,68.0,118.0,110.0,adh,1,043.jpg,0.346875,0.278125,0.04375,0.13125
020.jpg,320,320,person,56.0,89.0,68.0,114.0,adh,1,043.jpg,0.19375,0.3171875,0.0375,0.078125
020.jpg,320,320,person,94.0,96.0,107.0,111.0,adh,1,043.jpg,0.3140625,0.3234375,0.040625,0.046875
020.jpg,320,320,person,45.0,62.0,63.0,86.0,adh,1,043.jpg,0.16875,0.23125,0.05625,0.075
020.jpg,320,320,person,58.0,63.0,77.0,84.0,adh,1,043.jpg,0.2109375,0.2296875,0.059375,0.065625
020.jpg,320,320,person,94.0,75.0,108.0,97.0,adh,1,043.jpg,0.315625,0.26875,0.04375,0.06875
021.jpg,320,320,person,97.0,60.0,109.0,79.0,adh,1,044.jpg,0.321875,0.2171875,0.0375,0.059375
021.jpg,320,320,person,100.0,56.0,107.0,66.0,adh,1,044.jpg,0.3234375,0.190625,0.021875,0.03125
021.jpg,320,320,person,106.0,51.0,116.0,67.0,adh,1,044.jpg,0.346875,0.184375,0.03125,0.05
021.jpg,320,320,person,94.0,160.0,104.0,180.0,adh,1,044.jpg,0.309375,0.53125,0.03125,0.0625
021.jpg,320,320,person,165.0,200.0,175.0,216.0,adh,1,044.jpg,0.53125,0.65,0.03125,0.05
021.jpg,320,320,person,165.0,214.0,174.0,233.0,adh,1,044.jpg,0.5296875,0.6984375,0.028125,0.059375
021.jpg,320,320,person,175.0,211.0,186.0,232.0,adh,1,044.jpg,0.5640625,0.6921875,0.034375,0.065625
021.jpg,320,320,person,175.0,194.0,187.0,213.0,adh,1,044.jpg,0.565625,0.6359375,0.0375,0.059375
021.jpg,320,320,person,93.0,229.0,107.0,245.0,adh,1,044.jpg,0.3125,0.740625,0.04375,0.05
022.jpg,320,320,person,56.0,80.0,98.0,113.0,adh,1,045.jpg,0.240625,0.3015625,0.13125,0.103125
022.jpg,320,320,person,128.0,205.0,154.0,238.0,adh,1,045.jpg,0.440625,0.6921875,0.08125,0.103125
022.jpg,320,320,person,143.0,232.0,164.0,272.0,adh,1,045.jpg,0.4796875,0.7875,0.065625,0.125
022.jpg,320,320,person,204.0,0.0,224.0,32.0,adh,1,045.jpg,0.66875,0.05,0.0625,0.1
022.jpg,320,320,person,11.0,171.0,53.0,199.0,adh,1,045.jpg,0.1,0.578125,0.13125,0.0875
023.jpg,320,320,person,171.0,84.0,213.0,131.0,adh,1,047.jpg,0.6,0.3359375,0.13125,0.146875
023.jpg,320,320,person,179.0,28.0,203.0,74.0,adh,1,047.jpg,0.596875,0.159375,0.075,0.14375
023.jpg,320,320,person,169.0,0.0,193.0,44.0,adh,1,047.jpg,0.565625,0.06875,0.075,0.1375
023.jpg,320,320,person,125.0,0.0,151.0,40.0,adh,1,047.jpg,0.43125,0.0625,0.08125,0.125
024.jpg,320,320,person,94.0,19.0,112.0,44.0,adh,1,049.jpg,0.321875,0.0984375,0.05625,0.078125
024.jpg,320,320,person,110.0,101.0,131.0,127.0,adh,1,049.jpg,0.3765625,0.35625,0.065625,0.08125
024.jpg,320,320,person,107.0,157.0,124.0,180.0,adh,1,049.jpg,0.3609375,0.5265625,0.053125,0.071875
024.jpg,320,320,person,160.0,200.0,172.0,221.0,adh,1,049.jpg,0.51875,0.6578125,0.0375,0.065625
024.jpg,320,320,person,171.0,203.0,181.0,219.0,adh,1,049.jpg,0.55,0.659375,0.03125,0.05
024.jpg,320,320,person,191.0,191.0,202.0,212.0,adh,1,049.jpg,0.6140625,0.6296875,0.034375,0.065625
024.jpg,320,320,person,201.0,204.0,213.0,220.0,adh,1,049.jpg,0.646875,0.6625,0.0375,0.05
024.jpg,320,320,person,261.0,98.0,278.0,123.0,adh,1,049.jpg,0.8421875,0.3453125,0.053125,0.078125
024.jpg,320,320,person,266.0,130.0,280.0,150.0,adh,1,049.jpg,0.853125,0.4375,0.04375,0.0625
024.jpg,320,320,person,283.0,134.0,304.0,157.0,adh,1,049.jpg,0.9171875,0.4546875,0.065625,0.071875
025.jpg,320,320,person,141.0,166.0,157.0,197.0,adh,1,051.jpg,0.465625,0.5671875,0.05,0.096875
025.jpg,320,320,person,217.0,88.0,239.0,131.0,adh,1,051.jpg,0.7125,0.3421875,0.06875,0.134375
025.jpg,320,320,person,82.0,142.0,100.0,164.0,adh,1,051.jpg,0.284375,0.478125,0.05625,0.06875
025.jpg,320,320,person,91.0,160.0,111.0,186.0,adh,1,051.jpg,0.315625,0.540625,0.0625,0.08125
025.jpg,320,320,person,119.0,153.0,136.0,176.0,adh,1,051.jpg,0.3984375,0.5140625,0.053125,0.071875
025.jpg,320,320,person,132.0,201.0,152.0,224.0,adh,1,051.jpg,0.44375,0.6640625,0.0625,0.071875
026.jpg,320,320,person,112.0,230.0,143.0,252.0,adh,1,052.jpg,0.3984375,0.753125,0.096875,0.06875
026.jpg,320,320,person,152.0,85.0,171.0,112.0,adh,1,052.jpg,0.5046875,0.3078125,0.059375,0.084375
026.jpg,320,320,person,134.0,60.0,152.0,93.0,adh,1,052.jpg,0.446875,0.2390625,0.05625,0.103125
026.jpg,320,320,person,90.0,26.0,112.0,56.0,adh,1,052.jpg,0.315625,0.128125,0.06875,0.09375
027.jpg,320,320,person,108.0,150.0,125.0,180.0,adh,1,055.jpg,0.3640625,0.515625,0.053125,0.09375
027.jpg,320,320,person,99.0,60.0,115.0,80.0,adh,1,055.jpg,0.334375,0.21875,0.05,0.0625
027.jpg,320,320,person,145.0,81.0,160.0,104.0,adh,1,055.jpg,0.4765625,0.2890625,0.046875,0.071875
027.jpg,320,320,person,187.0,60.0,200.0,78.0,adh,1,055.jpg,0.6046875,0.215625,0.040625,0.05625
027.jpg,320,320,person,191.0,72.0,204.0,94.0,adh,1,055.jpg,0.6171875,0.259375,0.040625,0.06875
027.jpg,320,320,person,179.0,118.0,196.0,141.0,adh,1,055.jpg,0.5859375,0.4046875,0.053125,0.071875
027.jpg,320,320,person,132.0,273.0,147.0,300.0,adh,1,055.jpg,0.4359375,0.8953125,0.046875,0.084375
028.jpg,320,320,person,116.0,27.0,168.0,94.0,adh,1,057.jpg,0.44375,0.1890625,0.1625,0.209375
028.jpg,320,320,person,190.0,221.0,238.0,310.0,adh,1,057.jpg,0.66875,0.8296875,0.15,0.278125
028.jpg,320,320,person,227.0,258.0,279.0,319.0,adh,1,057.jpg,0.790625,0.9015625,0.1625,0.190625
028.jpg,320,320,person,172.0,267.0,213.0,320.0,adh,1,057.jpg,0.6015625,0.9171875,0.128125,0.165625
029.jpg,320,320,person,137.0,60.0,157.0,94.0,adh,1,059.jpg,0.459375,0.240625,0.0625,0.10625
029.jpg,320,320,person,152.0,84.0,173.0,120.0,adh,1,059.jpg,0.5078125,0.31875,0.065625,0.1125
029.jpg,320,320,person,79.0,30.0,104.0,67.0,adh,1,059.jpg,0.2859375,0.1515625,0.078125,0.115625
029.jpg,320,320,person,110.0,236.0,143.0,262.0,adh,1,059.jpg,0.3953125,0.778125,0.103125,0.08125
030.jpg,320,320,person,18.0,181.0,68.0,246.0,adh,1,060.jpg,0.134375,0.6671875,0.15625,0.203125
030.jpg,320,320,person,236.0,145.0,277.0,189.0,adh,1,060.jpg,0.8015625,0.521875,0.128125,0.1375
030.jpg,320,320,person,188.0,10.0,211.0,57.0,adh,1,060.jpg,0.6234375,0.1046875,0.071875,0.146875
030.jpg,320,320,person,202.0,0.0,228.0,40.0,adh,1,060.jpg,0.671875,0.0625,0.08125,0.125
031.jpg,320,320,person,180.0,49.0,217.0,118.0,adh,1,062.jpg,0.6203125,0.2609375,0.115625,0.215625
031.jpg,320,320,person,218.0,287.0,253.0,320.0,adh,1,062.jpg,0.7359375,0.9484375,0.109375,0.103125
032.jpg,320,320,person,240.0,248.0,263.0,277.0,adh,1,063.jpg,0.7859375,0.8203125,0.071875,0.090625
032.jpg,320,320,person,242.0,192.0,269.0,216.0,adh,1,063.jpg,0.7984375,0.6375,0.084375,0.075
033.jpg,320,320,person,233.0,264.0,245.0,282.0,adh,1,065.jpg,0.746875,0.853125,0.0375,0.05625
033.jpg,320,320,person,244.0,220.0,255.0,230.0,adh,1,065.jpg,0.7796875,0.703125,0.034375,0.03125
033.jpg,320,320,person,266.0,203.0,278.0,220.0,adh,1,065.jpg,0.85,0.6609375,0.0375,0.053125
033.jpg,320,320,person,288.0,239.0,299.0,255.0,adh,1,065.jpg,0.9171875,0.771875,0.034375,0.05
033.jpg,320,320,person,272.0,273.0,291.0,296.0,adh,1,065.jpg,0.8796875,0.8890625,0.059375,0.071875
034.jpg,320,320,person,169.0,192.0,186.0,232.0,adh,1,068.jpg,0.5546875,0.6625,0.053125,0.125
034.jpg,320,320,person,155.0,203.0,172.0,234.0,adh,1,068.jpg,0.5109375,0.6828125,0.053125,0.096875
034.jpg,320,320,person,168.0,171.0,188.0,192.0,adh,1,068.jpg,0.55625,0.5671875,0.0625,0.065625
034.jpg,320,320,person,198.0,176.0,213.0,202.0,adh,1,068.jpg,0.6421875,0.590625,0.046875,0.08125
034.jpg,320,320,person,38.0,93.0,63.0,118.0,adh,1,068.jpg,0.1578125,0.3296875,0.078125,0.078125
035.jpg,320,320,person,249.0,87.0,273.0,126.0,adh,1,070.jpg,0.815625,0.3328125,0.075,0.121875
035.jpg,320,320,person,172.0,109.0,199.0,142.0,adh,1,070.jpg,0.5796875,0.3921875,0.084375,0.103125
035.jpg,320,320,person,11.0,60.0,52.0,116.0,adh,1,070.jpg,0.0984375,0.275,0.128125,0.175
035.jpg,320,320,person,0.0,90.0,38.0,133.0,adh,1,070.jpg,0.059375,0.3484375,0.11875,0.134375
036.jpg,320,320,person,108.0,82.0,126.0,99.0,adh,1,071.jpg,0.365625,0.2828125,0.05625,0.053125
036.jpg,320,320,person,121.0,126.0,133.0,146.0,adh,1,071.jpg,0.396875,0.425,0.0375,0.0625
036.jpg,320,320,person,154.0,144.0,162.0,155.0,adh,1,071.jpg,0.49375,0.4671875,0.025,0.034375
036.jpg,320,320,person,158.0,151.0,168.0,166.0,adh,1,071.jpg,0.509375,0.4953125,0.03125,0.046875
036.jpg,320,320,person,179.0,135.0,186.0,148.0,adh,1,071.jpg,0.5703125,0.4421875,0.021875,0.040625
036.jpg,320,320,person,226.0,88.0,236.0,102.0,adh,1,071.jpg,0.721875,0.296875,0.03125,0.04375
036.jpg,320,320,person,228.0,72.0,240.0,90.0,adh,1,071.jpg,0.73125,0.253125,0.0375,0.05625
036.jpg,320,320,person,241.0,93.0,254.0,108.0,adh,1,071.jpg,0.7734375,0.3140625,0.040625,0.046875
036.jpg,320,320,person,228.0,194.0,238.0,212.0,adh,1,071.jpg,0.728125,0.634375,0.03125,0.05625
036.jpg,320,320,person,244.0,252.0,258.0,272.0,adh,1,071.jpg,0.784375,0.81875,0.04375,0.0625
036.jpg,320,320,person,257.0,273.0,269.0,301.0,adh,1,071.jpg,0.821875,0.896875,0.0375,0.0875
037.jpg,320,320,person,218.0,274.0,234.0,307.0,adh,1,073.jpg,0.70625,0.9078125,0.05,0.103125
038.jpg,320,320,person,136.0,187.0,203.0,286.0,adh,1,074.jpg,0.5296875,0.7390625,0.209375,0.309375
039.jpg,320,320,person,124.0,155.0,133.0,170.0,adh,1,077.jpg,0.4015625,0.5078125,0.028125,0.046875
039.jpg,320,320,person,134.0,147.0,147.0,159.0,adh,1,077.jpg,0.4390625,0.478125,0.040625,0.0375
040.jpg,320,320,person,238.0,206.0,264.0,247.0,adh,1,078.jpg,0.784375,0.7078125,0.08125,0.128125
041.jpg,320,320,person,110.0,179.0,129.0,204.0,adh,1,079.jpg,0.3734375,0.5984375,0.059375,0.078125
041.jpg,320,320,person,139.0,194.0,154.0,219.0,adh,1,079.jpg,0.4578125,0.6453125,0.046875,0.078125
041.jpg,320,320,person,158.0,203.0,171.0,230.0,adh,1,079.jpg,0.5140625,0.6765625,0.040625,0.084375
041.jpg,320,320,person,167.0,253.0,195.0,296.0,adh,1,079.jpg,0.565625,0.8578125,0.0875,0.134375
042.jpg,320,320,person,78.0,201.0,113.0,253.0,adh,1,080.jpg,0.2984375,0.709375,0.109375,0.1625
042.jpg,320,320,person,131.0,73.0,160.0,130.0,adh,1,080.jpg,0.4546875,0.3171875,0.090625,0.178125
043.jpg,320,320,person,60.0,233.0,84.0,261.0,adh,1,086.jpg,0.225,0.771875,0.075,0.0875
043.jpg,320,320,person,56.0,211.0,85.0,243.0,adh,1,086.jpg,0.2203125,0.709375,0.090625,0.1
044.jpg,320,320,person,39.0,234.0,73.0,260.0,adh,1,088.jpg,0.175,0.771875,0.10625,0.08125
045.jpg,320,320,person,56.0,2.0,76.0,26.0,adh,1,092.jpg,0.20625,0.04375,0.0625,0.075
045.jpg,320,320,person,68.0,47.0,85.0,74.0,adh,1,092.jpg,0.2390625,0.1890625,0.053125,0.084375
045.jpg,320,320,person,108.0,82.0,120.0,97.0,adh,1,092.jpg,0.35625,0.2796875,0.0375,0.046875
045.jpg,320,320,person,106.0,91.0,120.0,113.0,adh,1,092.jpg,0.353125,0.31875,0.04375,0.06875
045.jpg,320,320,person,128.0,105.0,144.0,129.0,adh,1,092.jpg,0.425,0.365625,0.05,0.075
045.jpg,320,320,person,129.0,76.0,143.0,96.0,adh,1,092.jpg,0.425,0.26875,0.04375,0.0625
045.jpg,320,320,person,194.0,36.0,206.0,57.0,adh,1,092.jpg,0.625,0.1453125,0.0375,0.065625
045.jpg,320,320,person,204.0,30.0,215.0,51.0,adh,1,092.jpg,0.6546875,0.1265625,0.034375,0.065625
045.jpg,320,320,person,187.0,4.0,200.0,28.0,adh,1,092.jpg,0.6046875,0.05,0.040625,0.075
045.jpg,320,320,person,222.0,163.0,236.0,185.0,adh,1,092.jpg,0.715625,0.54375,0.04375,0.06875
045.jpg,320,320,person,209.0,220.0,224.0,237.0,adh,1,092.jpg,0.6765625,0.7140625,0.046875,0.053125
045.jpg,320,320,person,206.0,225.0,217.0,245.0,adh,1,092.jpg,0.6609375,0.734375,0.034375,0.0625
045.jpg,320,320,person,109.0,275.0,125.0,300.0,adh,1,092.jpg,0.365625,0.8984375,0.05,0.078125
046.jpg,320,320,person,125.0,257.0,147.0,300.0,adh,1,095.jpg,0.425,0.8703125,0.06875,0.134375
046.jpg,320,320,person,258.0,160.0,282.0,207.0,adh,1,095.jpg,0.84375,0.5734375,0.075,0.146875
046.jpg,320,320,person,256.0,31.0,289.0,82.0,adh,1,095.jpg,0.8515625,0.1765625,0.103125,0.159375
047.jpg,320,320,person,117.0,5.0,139.0,48.0,adh,1,098.jpg,0.4,0.0828125,0.06875,0.134375
047.jpg,320,320,person,55.0,107.0,83.0,158.0,adh,1,098.jpg,0.215625,0.4140625,0.0875,0.159375
047.jpg,320,320,person,216.0,79.0,249.0,118.0,adh,1,098.jpg,0.7265625,0.3078125,0.103125,0.121875
047.jpg,320,320,person,245.0,225.0,290.0,265.0,adh,1,098.jpg,0.8359375,0.765625,0.140625,0.125
048.jpg,320,320,person,140.0,230.0,220.0,318.0,adh,1,099.jpg,0.5625,0.85625,0.25,0.275
048.jpg,320,320,person,0.0,0.0,62.0,87.0,adh,1,099.jpg,0.096875,0.1359375,0.19375,0.271875
049.jpg,320,320,person,67.0,80.0,90.0,110.0,adh,1,100.jpg,0.2453125,0.296875,0.071875,0.09375
049.jpg,320,320,person,129.0,97.0,149.0,130.0,adh,1,100.jpg,0.434375,0.3546875,0.0625,0.103125
049.jpg,320,320,person,199.0,281.0,219.0,320.0,adh,1,100.jpg,0.653125,0.9390625,0.0625,0.121875
050.jpg,320,320,person,180.0,20.0,223.0,104.0,adh,1,102.jpg,0.6296875,0.19375,0.134375,0.2625
050.jpg,320,320,person,85.0,237.0,135.0,320.0,adh,1,102.jpg,0.34375,0.8703125,0.15625,0.259375
050.jpg,320,320,person,137.0,0.0,173.0,65.0,adh,1,102.jpg,0.484375,0.1015625,0.1125,0.203125
051.jpg,320,320,person,109.0,73.0,119.0,90.0,adh,1,103.jpg,0.35625,0.2546875,0.03125,0.053125
051.jpg,320,320,person,165.0,70.0,180.0,93.0,adh,1,103.jpg,0.5390625,0.2546875,0.046875,0.071875
051.jpg,320,320,person,142.0,110.0,152.0,127.0,adh,1,103.jpg,0.459375,0.3703125,0.03125,0.053125
051.jpg,320,320,person,137.0,177.0,150.0,190.0,adh,1,103.jpg,0.4484375,0.5734375,0.040625,0.040625
051.jpg,320,320,person,196.0,213.0,214.0,239.0,adh,1,103.jpg,0.640625,0.70625,0.05625,0.08125
051.jpg,320,320,person,93.0,99.0,104.0,115.0,adh,1,103.jpg,0.3078125,0.334375,0.034375,0.05
051.jpg,320,320,person,83.0,95.0,91.0,110.0,adh,1,103.jpg,0.271875,0.3203125,0.025,0.046875
052.jpg,320,320,person,239.0,57.0,275.0,108.0,adh,1,104.jpg,0.803125,0.2578125,0.1125,0.159375
052.jpg,320,320,person,267.0,199.0,317.0,261.0,adh,1,104.jpg,0.9125,0.71875,0.15625,0.19375
052.jpg,320,320,person,283.0,267.0,320.0,320.0,adh,1,104.jpg,0.9421875,0.9171875,0.115625,0.165625
053.jpg,320,320,person,162.0,90.0,180.0,123.0,adh,1,106.jpg,0.534375,0.3328125,0.05625,0.103125
053.jpg,320,320,person,199.0,100.0,217.0,126.0,adh,1,106.jpg,0.65,0.353125,0.05625,0.08125
053.jpg,320,320,person,215.0,118.0,233.0,147.0,adh,1,106.jpg,0.7,0.4140625,0.05625,0.090625
053.jpg,320,320,person,232.0,137.0,251.0,166.0,adh,1,106.jpg,0.7546875,0.4734375,0.059375,0.090625
053.jpg,320,320,person,189.0,242.0,211.0,268.0,adh,1,106.jpg,0.625,0.796875,0.06875,0.08125
053.jpg,320,320,person,139.0,220.0,169.0,245.0,adh,1,106.jpg,0.48125,0.7265625,0.09375,0.078125
053.jpg,320,320,person,60.0,210.0,83.0,226.0,adh,1,106.jpg,0.2234375,0.68125,0.071875,0.05
054.jpg,320,320,person,14.0,4.0,44.0,34.0,adh,1,107.jpg,0.090625,0.059375,0.09375,0.09375
054.jpg,320,320,person,45.0,9.0,70.0,42.0,adh,1,107.jpg,0.1796875,0.0796875,0.078125,0.103125
054.jpg,320,320,person,34.0,47.0,57.0,76.0,adh,1,107.jpg,0.1421875,0.1921875,0.071875,0.090625
054.jpg,320,320,person,82.0,53.0,107.0,89.0,adh,1,107.jpg,0.2953125,0.221875,0.078125,0.1125
054.jpg,320,320,person,87.0,33.0,106.0,59.0,adh,1,107.jpg,0.3015625,0.14375,0.059375,0.08125
054.jpg,320,320,person,113.0,15.0,130.0,43.0,adh,1,107.jpg,0.3796875,0.090625,0.053125,0.0875
054.jpg,320,320,person,116.0,45.0,137.0,70.0,adh,1,107.jpg,0.3953125,0.1796875,0.065625,0.078125
054.jpg,320,320,person,128.0,67.0,144.0,102.0,adh,1,107.jpg,0.425,0.2640625,0.05,0.109375
054.jpg,320,320,person,118.0,64.0,132.0,83.0,adh,1,107.jpg,0.390625,0.2296875,0.04375,0.059375
055.jpg,320,320,person,167.0,190.0,192.0,230.0,adh,1,109.jpg,0.5609375,0.65625,0.078125,0.125
055.jpg,320,320,person,175.0,24.0,194.0,75.0,adh,1,109.jpg,0.5765625,0.1546875,0.059375,0.159375
055.jpg,320,320,person,159.0,0.0,181.0,31.0,adh,1,109.jpg,0.53125,0.0484375,0.06875,0.096875
