filename,width,height,class,xmin,ymin,xmax,ymax
062.jpg,6000,4000,person,4089.0,3588.0,4740.0,3999.0
063.jpg,6000,4000,person,4535.0,2399.0,5037.0,2704.0
065.jpg,6000,4000,person,5108.0,3411.0,5448.0,3694.0
068.jpg,6000,4000,person,707.0,1161.0,1174.0,1472.0
070.jpg,6000,4000,person,0.0,1119.0,707.0,1663.0
071.jpg,6000,4000,person,4811.0,3418.0,5037.0,3765.0
073.jpg,6000,4000,person,4089.0,3425.0,4386.0,3836.0
074.jpg,6000,4000,person,2554.0,2336.0,3799.0,3581.0
075.jpg,6000,4000,,,,,
077.jpg,6000,4000,person,2511.0,1833.0,2759.0,1982.0
078.jpg,6000,4000,person,4466.0,2572.0,4952.0,3090.0
079.jpg,6000,4000,person,3125.0,3168.0,3658.0,3694.0
080.jpg,6000,4000,person,2458.0,909.0,3000.0,1623.0
081.jpg,6000,4000,,,,,
083.jpg,6000,4000,,,,,
086.jpg,6000,4000,person,1054.0,2635.0,1588.0,3035.0
088.jpg,6000,4000,person,725.0,2925.0,1376.0,3254.0
089.jpg,6000,4000,,,,,
092.jpg,6000,4000,person,2043.0,3435.0,2341.0,3749.0
095.jpg,6000,4000,person,4796.0,384.0,5415.0,1027.0
098.jpg,6000,4000,person,4592.0,2815.0,5431.0,3317.0
099.jpg,6000,4000,person,0.0,0.0,1164.0,1090.0
100.jpg,6000,4000,person,3737.0,3513.0,4105.0,4000.0
101.jpg,6000,4000,,,,,
102.jpg,6000,4000,person,2576.0,0.0,3250.0,807.0
103.jpg,6000,4000,person,1556.0,1184.0,1713.0,1372.0
104.jpg,6000,4000,person,5313.0,3333.0,5999.0,4000.0
106.jpg,6000,4000,person,1117.0,2627.0,1549.0,2831.0
107.jpg,6000,4000,person,2215.0,800.0,2482.0,1043.0
109.jpg,6000,4000,person,27.0,1686.0,686.0,1984.0
110.jpg,6000,4000,person,4027.0,776.0,4764.0,1396.0
111.jpg,6000,4000,,,,,
112.jpg,6000,4000,person,1972.0,1709.0,2803.0,2235.0
113.jpg,6000,4000,person,1980.0,3364.0,2537.0,3725.0
116.jpg,6000,4000,person,1745.0,964.0,2341.0,1458.0
117.jpg,6000,4000,person,4599.0,1113.0,5541.0,2047.0
118.jpg,6000,4000,person,2843.0,3074.0,3298.0,3662.0
119.jpg,6000,4000,person,5501.0,2650.0,5854.0,3121.0
120.jpg,6000,4000,person,5265.0,1634.0,5952.0,3298.0
121.jpg,6000,4000,person,4513.0,2470.0,4984.0,2792.0
122.jpg,6000,4000,person,4984.0,2243.0,5980.0,2909.0
123.jpg,6000,4000,person,4003.0,0.0,4694.0,901.0
124.jpg,6000,4000,person,2686.0,2556.0,3572.0,3529.0
126.jpg,6000,4000,person,3933.0,3325.0,4309.0,3654.0
128.jpg,6000,4000,person,1517.0,0.0,1823.0,258.0
130.jpg,6000,4000,person,0.0,2737.0,584.0,3733.0
133.jpg,6000,4000,person,4027.0,2854.0,4356.0,3168.0
134.jpg,6000,4000,,,,,
135.jpg,6000,4000,person,5156.0,1349.0,5792.0,2015.0
136.jpg,6000,4000,person,5156.0,1537.0,6000.0,2298.0
137.jpg,6000,4000,,,,,
138.jpg,6000,4000,person,552.0,2564.0,1329.0,2894.0
139.jpg,6000,4000,person,3894.0,2478.0,4286.0,2847.0
140.jpg,6000,4000,person,4756.0,2627.0,5196.0,2894.0
141.jpg,6000,4000,person,1525.0,3098.0,2043.0,3411.0
145.jpg,6000,4000,person,3266.0,2831.0,3509.0,3254.0
146.jpg,6000,4000,person,5509.0,2556.0,5999.0,3050.0
147.jpg,6000,4000,person,2482.0,2125.0,2788.0,2384.0
148.jpg,6000,4000,person,2333.0,2376.0,2913.0,3035.0
149.jpg,6000,4000,person,1572.0,305.0,1901.0,658.0
150.jpg,6000,4000,person,4782.0,1123.0,5088.0,1593.0
153.jpg,6000,4000,person,2498.0,3184.0,3352.0,4000.0
154.jpg,6000,4000,person,113.0,1819.0,1588.0,2933.0
155.jpg,6000,4000,person,2364.0,1937.0,2882.0,2415.0
156.jpg,6000,4000,person,764.0,2964.0,1611.0,3709.0
157.jpg,6000,4000,person,4200.0,2517.0,4819.0,3098.0
158.jpg,6000,4000,person,4725.0,3341.0,5298.0,3858.0
159.jpg,6000,4000,person,1109.0,2423.0,1745.0,2847.0
160.jpg,6000,4000,person,2905.0,3317.0,3392.0,4000.0
161.jpg,6000,4000,person,3768.0,3631.0,4349.0,4000.0
162.jpg,6000,4000,person,1831.0,2062.0,2843.0,3396.0
163.jpg,6000,4000,person,866.0,3129.0,1439.0,3607.0
164.jpg,6000,4000,person,3713.0,2807.0,4129.0,3356.0
165.jpg,6000,4000,person,2913.0,3098.0,3407.0,3521.0
166.jpg,6000,4000,person,4694.0,180.0,5999.0,1333.0
167.jpg,6000,4000,person,3070.0,1466.0,3690.0,2094.0
170.jpg,6000,4000,,,,,
171.jpg,6000,4000,person,5000.0,2894.0,5321.0,3207.0
172.jpg,6000,4000,person,2082.0,3356.0,2286.0,3576.0
173.jpg,6000,4000,person,4513.0,933.0,4890.0,1372.0
174.jpg,6000,4000,,,,,
175.jpg,6000,4000,person,3423.0,3066.0,4129.0,3647.0
176.jpg,6000,4000,person,1258.0,2423.0,1619.0,2705.0
177.jpg,6000,4000,person,3109.0,2219.0,3658.0,2917.0
178.jpg,6000,4000,,,,,
179.jpg,6000,4000,person,2513.0,1592.0,2921.0,1921.0
180.jpg,6000,4000,person,3533.0,831.0,4168.0,1529.0
181.jpg,6000,4000,person,3156.0,549.0,3800.0,1443.0
182.jpg,6000,4000,,,,,
185.jpg,6000,4000,person,1894.0,3286.0,2552.0,3694.0
186.jpg,6000,4000,person,4599.0,3019.0,5149.0,3929.0
188.jpg,6000,4000,person,2576.0,2219.0,3494.0,3098.0
190.jpg,6000,4000,person,0.0,1843.0,403.0,2125.0
192.jpg,6000,4000,person,4215.0,2313.0,4952.0,2941.0
193.jpg,6000,4000,person,121.0,2023.0,1596.0,2619.0
194.jpg,6000,4000,person,3658.0,3200.0,4082.0,3521.0
195.jpg,6000,4000,,,,,
198.jpg,6000,4000,person,1964.0,823.0,2560.0,1592.0
199.jpg,6000,4000,person,1909.0,3043.0,2882.0,3905.0
200.jpg,6000,4000,person,1036.0,1222.0,3483.0,2331.0
202.jpg,6000,4000,person,5650.0,2619.0,5949.0,2956.0
204.jpg,6000,4000,person,2403.0,1184.0,3250.0,1976.0
206.jpg,6000,4000,person,333.0,3294.0,1149.0,3662.0
207.jpg,6000,4000,person,3580.0,1388.0,3800.0,1654.0
208.jpg,6000,4000,,,,,
209.jpg,6000,4000,person,3784.0,2776.0,4082.0,3050.0
213.jpg,6000,4000,person,4913.0,1247.0,5949.0,1999.0
214.jpg,6000,4000,person,474.0,3662.0,1117.0,4000.0
215.jpg,6000,4000,person,1486.0,156.0,2286.0,752.0
216.jpg,6000,4000,person,5156.0,2541.0,5572.0,3090.0
217.jpg,6000,4000,person,1564.0,2972.0,1815.0,3254.0
219.jpg,6000,4000,person,4537.0,2031.0,6000.0,3113.0
220.jpg,6000,4000,person,4694.0,1584.0,5305.0,2235.0
221.jpg,6000,4000,person,2485.0,3006.0,2892.0,3651.0
222.jpg,6000,4000,person,1752.0,1803.0,2686.0,2713.0
223.jpg,6000,4000,person,2482.0,2698.0,2764.0,2980.0
225.jpg,6000,4000,person,4513.0,2039.0,5541.0,2572.0
226.jpg,6000,4000,person,4396.0,3317.0,5196.0,3898.0
228.jpg,6000,4000,person,3572.0,274.0,3878.0,619.0
229.jpg,6000,4000,person,0.0,0.0,1133.0,713.0
230.jpg,6000,4000,person,2098.0,2580.0,2623.0,2941.0
232.jpg,6000,4000,person,960.0,1600.0,1847.0,2250.0
233.jpg,6000,4000,person,2498.0,494.0,3094.0,1278.0
234.jpg,6000,4000,,,,,
235.jpg,6000,4000,person,4529.0,0.0,5101.0,690.0
236.jpg,6000,4000,person,2458.0,1631.0,2780.0,1882.0
237.jpg,6000,4000,person,5321.0,1984.0,6000.0,2752.0
238.jpg,6000,4000,person,4929.0,3199.0,5423.0,3835.0
239.jpg,6000,4000,person,3941.0,1529.0,4199.0,1945.0
240.jpg,6000,4000,person,4403.0,3505.0,4945.0,3999.0
243.jpg,6000,4000,person,1321.0,2972.0,1917.0,3396.0
244.jpg,6000,4000,,,,,
246.jpg,6000,4000,person,3337.0,2250.0,3956.0,2988.0
248.jpg,6000,4000,person,4263.0,3431.0,4514.0,3869.0
250.jpg,6000,4000,person,3368.0,2486.0,3737.0,2996.0
251.jpg,6000,4000,person,2498.0,1262.0,3627.0,2321.0
252.jpg,6000,4000,,,,,
255.jpg,6000,4000,person,5070.0,549.0,5635.0,1058.0
257.jpg,6000,4000,person,5101.0,2486.0,5431.0,2839.0
258.jpg,6000,4000,person,2019.0,3105.0,3031.0,3921.0
259.jpg,6000,4000,person,4137.0,1694.0,4450.0,2023.0
260.jpg,6000,4000,person,5078.0,2039.0,5486.0,2509.0
261.jpg,6000,4000,person,4047.0,3722.0,4563.0,4000.0
262.jpg,6000,4000,person,558.0,1267.0,1167.0,1777.0
263.jpg,6000,4000,person,3658.0,2350.0,5632.0,3645.0
265.jpg,6000,4000,person,353.0,2017.0,849.0,2194.0
266.jpg,6000,4000,person,3566.0,8.0,4669.0,1027.0
271.jpg,6000,4000,person,5497.0,2916.0,6000.0,3574.0
272.jpg,6000,4000,person,2150.0,3100.0,2370.0,3312.0
273.jpg,6000,4000,person,2794.0,2420.0,3679.0,3142.0
275.jpg,6000,4000,person,3948.0,3496.0,4811.0,3963.0
276.jpg,6000,4000,person,2094.0,1395.0,2476.0,1656.0
277.jpg,6000,4000,person,3778.0,2442.0,3969.0,2668.0
281.jpg,6000,4000,person,4896.0,3630.0,6000.0,4000.0
283.jpg,6000,4000,person,4025.0,2442.0,4662.0,3043.0
287.jpg,6000,4000,person,3438.0,1939.0,3771.0,2215.0
288.jpg,6000,4000,person,1761.0,2399.0,2384.0,2583.0
289.jpg,6000,4000,person,1988.0,3659.0,2356.0,4000.0
290.jpg,6000,4000,person,5341.0,185.0,5964.0,892.0
292.jpg,6000,4000,person,509.0,3574.0,1117.0,4000.0
294.jpg,6000,4000,person,5603.0,2958.0,6000.0,3609.0
295.jpg,6000,4000,person,2469.0,0.0,2773.0,213.0
296.jpg,6000,4000,person,28.0,765.0,615.0,1593.0
298.jpg,6000,4000,person,5412.0,1232.0,5731.0,1451.0
299.jpg,6000,4000,person,3106.0,15.0,3643.0,383.0
301.jpg,6000,4000,person,3799.0,1175.0,4209.0,1600.0
302.jpg,6000,4000,person,5285.0,1175.0,5688.0,1522.0
303.jpg,6000,4000,person,2716.0,3652.0,2936.0,3899.0
304.jpg,6000,4000,person,1245.0,0.0,3000.0,1487.0
305.jpg,6000,4000,person,4429.0,128.0,4981.0,446.0
306.jpg,6000,4000,person,0.0,2817.0,311.0,3079.0
309.jpg,6000,4000,person,4726.0,1508.0,5087.0,2024.0
310.jpg,6000,4000,person,2087.0,2272.0,2363.0,2484.0
311.jpg,6000,4000,person,1882.0,2795.0,2150.0,2916.0
312.jpg,6000,4000,,,,,
313.jpg,6000,4000,person,4429.0,1487.0,4797.0,1777.0
314.jpg,6000,4000,,,,,
316.jpg,6000,4000,person,3261.0,2477.0,3502.0,2760.0
318.jpg,6000,4000,person,3382.0,687.0,3771.0,1020.0
320.jpg,6000,4000,person,4139.0,2505.0,4507.0,2930.0
321.jpg,6000,4000,person,4096.0,1288.0,5150.0,1854.0
322.jpg,6000,4000,person,2349.0,3270.0,2525.0,3418.0
323.jpg,6000,4000,person,1832.0,836.0,2872.0,1692.0
324.jpg,6000,4000,person,3820.0,369.0,6000.0,1791.0
325.jpg,6000,4000,person,3091.0,2852.0,3452.0,3305.0
326.jpg,6000,4000,person,2830.0,2640.0,3396.0,2994.0
329.jpg,6000,4000,person,5533.0,2887.0,6000.0,3694.0
330.jpg,6000,4000,person,2610.0,36.0,3021.0,524.0
331.jpg,6000,4000,person,3113.0,3107.0,3523.0,3333.0
332.jpg,6000,4000,person,148.0,751.0,912.0,1345.0
334.jpg,6000,4000,person,1167.0,1656.0,1775.0,2378.0
335.jpg,6000,4000,person,2087.0,2569.0,2497.0,2887.0
338.jpg,6000,4000,person,4252.0,2704.0,5511.0,3963.0
339.jpg,6000,4000,person,4500.0,1182.0,5066.0,1996.0
341.jpg,6000,4000,person,3658.0,2626.0,4004.0,3008.0
342.jpg,6000,4000,person,2978.0,1968.0,3191.0,2385.0
344.jpg,6000,4000,person,4273.0,3538.0,4655.0,3999.0
345.jpg,6000,4000,person,4556.0,0.0,5490.0,531.0
346.jpg,6000,4000,person,49.0,2930.0,488.0,3284.0
347.jpg,6000,4000,,,,,
348.jpg,6000,4000,person,2271.0,2067.0,2490.0,2244.0
349.jpg,6000,4000,person,4832.0,362.0,5419.0,1062.0
351.jpg,6000,4000,person,3764.0,3765.0,4216.0,3999.0
355.jpg,6000,4000,person,3290.0,2392.0,3728.0,2640.0
356.jpg,6000,4000,person,4740.0,3588.0,4952.0,3878.0
361.jpg,6000,4000,person,1698.0,814.0,3198.0,1996.0
363.jpg,6000,4000,person,3686.0,3538.0,4174.0,3999.0
366.jpg,6000,4000,person,205.0,2562.0,1075.0,3022.0
367.jpg,6000,4000,person,4450.0,1854.0,4754.0,2159.0
372.jpg,6000,4000,person,1040.0,3758.0,1393.0,4000.0
373.jpg,6000,4000,person,2341.0,3758.0,2540.0,3991.0
375.jpg,6000,4000,person,3735.0,1005.0,4195.0,1968.0
376.jpg,6000,4000,person,4167.0,2944.0,4429.0,3347.0
378.jpg,6000,4000,person,4825.0,2640.0,5242.0,2930.0
380.jpg,6000,4000,,,,,
381.jpg,6000,4000,,,,,
382.jpg,6000,4000,person,1811.0,2251.0,2108.0,2406.0
383.jpg,6000,4000,person,4330.0,1840.0,5051.0,2265.0
385.jpg,6000,4000,,,,,
386.jpg,6000,4000,person,4110.0,3524.0,4521.0,3878.0
388.jpg,6000,4000,,,,,
389.jpg,6000,4000,person,4662.0,3333.0,4860.0,3708.0
390.jpg,6000,4000,person,3431.0,3114.0,4054.0,3553.0
391.jpg,6000,4000,person,4202.0,1119.0,4514.0,1409.0
393.jpg,6000,4000,,,,,
397.jpg,6000,4000,person,3466.0,3680.0,4082.0,3892.0
398.jpg,6000,4000,,,,,
403.jpg,6000,4000,person,4337.0,1260.0,4726.0,1699.0
406.jpg,6000,4000,person,4747.0,2661.0,5879.0,3560.0
408.jpg,6000,4000,person,3658.0,3298.0,4344.0,4000.0
409.jpg,6000,4000,person,3099.0,2336.0,3318.0,2590.0
410.jpg,6000,4000,,,,,
411.jpg,6000,4000,person,3990.0,1204.0,4507.0,1536.0
412.jpg,6000,4000,person,1584.0,3383.0,2058.0,3602.0
413.jpg,6000,4000,person,3488.0,3468.0,3650.0,3708.0
414.jpg,6000,4000,person,3382.0,1274.0,4216.0,1798.0
416.jpg,6000,4000,person,3509.0,0.0,3912.0,722.0
419.jpg,6000,4000,,,,,
420.jpg,6000,4000,,,,,
421.jpg,6000,4000,person,4386.0,2640.0,4698.0,2916.0
423.jpg,6000,4000,person,2575.0,432.0,2787.0,871.0
424.jpg,6000,4000,person,5250.0,2364.0,5886.0,2852.0
425.jpg,6000,4000,person,2943.0,0.0,3601.0,1338.0
426.jpg,6000,4000,person,658.0,3524.0,1655.0,4000.0
427.jpg,6000,4000,person,2872.0,0.0,3502.0,729.0
428.jpg,6000,4000,person,1316.0,1380.0,1705.0,1663.0
429.jpg,6000,4000,person,1839.0,2937.0,2235.0,3192.0
430.jpg,6000,4000,person,1910.0,1154.0,2363.0,1430.0
431.jpg,6000,4000,,,,,
433.jpg,6000,4000,person,3622.0,1939.0,4867.0,2817.0
434.jpg,6000,4000,person,3304.0,0.0,3608.0,347.0
435.jpg,6000,4000,person,3452.0,878.0,3912.0,1380.0
437.jpg,6000,4000,person,3318.0,694.0,3926.0,1423.0
438.jpg,6000,4000,person,742.0,2739.0,1124.0,3015.0
439.jpg,6000,4000,person,4549.0,199.0,4952.0,800.0
440.jpg,6000,4000,person,3636.0,3538.0,3877.0,3715.0
442.jpg,6000,4000,person,3941.0,0.0,4471.0,616.0
443.jpg,6000,4000,person,1952.0,100.0,2349.0,390.0
444.jpg,6000,4000,person,3643.0,1515.0,5158.0,2116.0
445.jpg,6000,4000,,,,,
446.jpg,6000,4000,,,,,
447.jpg,6000,4000,person,2610.0,3298.0,2830.0,3531.0
451.jpg,6000,4000,person,0.0,1755.0,1181.0,2817.0
452.jpg,6000,4000,person,3990.0,71.0,4584.0,814.0
454.jpg,6000,4000,person,3438.0,2987.0,3757.0,3680.0
455.jpg,6000,4000,person,2448.0,2838.0,2709.0,3036.0
457.jpg,6000,4000,person,4577.0,2880.0,5292.0,3270.0
458.jpg,6000,4000,person,3297.0,3652.0,3912.0,3999.0
460.jpg,6000,4000,person,4294.0,2590.0,4634.0,2944.0
461.jpg,6000,4000,person,2646.0,3793.0,2943.0,4000.0
462.jpg,6000,4000,person,4415.0,1104.0,5306.0,1720.0
463.jpg,6000,4000,person,3070.0,3468.0,3339.0,3829.0
464.jpg,6000,4000,person,3169.0,2880.0,3283.0,3015.0
465.jpg,6000,4000,person,5242.0,411.0,5801.0,779.0
467.jpg,6000,4000,person,4450.0,1211.0,4988.0,1685.0
470.jpg,6000,4000,person,2823.0,2364.0,2978.0,2604.0
472.jpg,6000,4000,person,3509.0,2930.0,4068.0,3446.0
473.jpg,6000,4000,person,3707.0,3468.0,4047.0,3864.0
474.jpg,6000,4000,person,693.0,3015.0,1132.0,3234.0
475.jpg,6000,4000,person,3035.0,1826.0,3396.0,2102.0
476.jpg,6000,4000,person,2476.0,942.0,3268.0,1812.0
478.jpg,6000,4000,person,4563.0,3163.0,5051.0,3510.0
479.jpg,6000,4000,person,2950.0,2640.0,3318.0,2838.0
480.jpg,6000,4000,person,3601.0,2060.0,4075.0,2505.0
484.jpg,6000,4000,,,,,
485.jpg,6000,4000,person,2094.0,1600.0,3084.0,2314.0
488.jpg,6000,4000,person,2695.0,390.0,2943.0,765.0
489.jpg,6000,4000,person,2504.0,496.0,3084.0,1048.0
491.jpg,6000,4000,person,1832.0,3142.0,2660.0,4000.0
493.jpg,6000,4000,person,4471.0,793.0,5122.0,1430.0
494.jpg,6000,4000,person,2830.0,2612.0,3247.0,2909.0
497.jpg,6000,4000,person,3466.0,298.0,3877.0,829.0
498.jpg,6000,4000,person,1768.0,1239.0,2858.0,1946.0
499.jpg,6000,4000,,,,,
500.jpg,6000,4000,person,4259.0,1770.0,4627.0,1996.0
501.jpg,6000,4000,person,3523.0,2612.0,3976.0,3574.0
502.jpg,6000,4000,person,4018.0,1762.0,4662.0,2180.0
507.jpg,6000,4000,person,2561.0,1890.0,4047.0,3461.0
508.jpg,6000,4000,,,,,
509.jpg,6000,4000,person,1103.0,2527.0,1641.0,2880.0
510.jpg,6000,4000,person,0.0,553.0,573.0,1090.0
512.jpg,6000,4000,person,1252.0,1168.0,1669.0,1444.0
513.jpg,6000,4000,person,3056.0,2909.0,3297.0,3213.0
514.jpg,6000,4000,person,3679.0,3744.0,3983.0,4000.0
515.jpg,6000,4000,person,2908.0,2428.0,3551.0,2944.0
517.jpg,6000,4000,person,4323.0,2229.0,4705.0,2555.0
518.jpg,6000,4000,person,3566.0,1918.0,3799.0,2137.0
521.jpg,6000,4000,person,4294.0,0.0,5915.0,1097.0
524.jpg,6000,4000,person,2617.0,3248.0,2936.0,3807.0
525.jpg,6000,4000,person,4301.0,998.0,4790.0,1487.0
526.jpg,6000,4000,person,3990.0,3326.0,4153.0,3475.0
529.jpg,6000,4000,person,3283.0,1571.0,4033.0,1819.0
530.jpg,6000,4000,,,,,
531.jpg,6000,4000,person,665.0,2972.0,1436.0,3135.0
532.jpg,6000,4000,person,2462.0,418.0,3113.0,1062.0
533.jpg,6000,4000,,,,,
535.jpg,6000,4000,person,3650.0,2661.0,4344.0,3383.0
536.jpg,6000,4000,person,3353.0,1034.0,3658.0,1345.0
537.jpg,6000,4000,person,4443.0,2873.0,5002.0,3213.0
538.jpg,6000,4000,person,2073.0,3722.0,2490.0,4000.0
540.jpg,6000,4000,person,3014.0,2420.0,3332.0,2661.0
543.jpg,6000,4000,person,4775.0,1027.0,5228.0,1854.0
544.jpg,6000,4000,person,4705.0,241.0,5101.0,581.0
545.jpg,6000,4000,person,2320.0,2930.0,2985.0,3383.0
549.jpg,6000,4000,person,3127.0,3567.0,3268.0,3765.0
551.jpg,6000,4000,person,2716.0,3673.0,2964.0,3998.0
554.jpg,6000,4000,person,2511.0,298.0,2879.0,666.0
556.jpg,6000,4000,person,658.0,2237.0,2087.0,3850.0
558.jpg,6000,4000,person,2610.0,2619.0,2773.0,2895.0
559.jpg,6000,4000,person,4450.0,3574.0,4627.0,3878.0
560.jpg,6000,4000,,,,,
561.jpg,6000,4000,,,,,
563.jpg,6000,4000,,,,,
564.jpg,6000,4000,person,2780.0,248.0,3311.0,836.0
565.jpg,6000,4000,person,2370.0,3354.0,2801.0,3807.0
566.jpg,6000,4000,person,3933.0,3609.0,4584.0,4000.0
567.jpg,6000,4000,person,3544.0,3517.0,3962.0,3878.0
568.jpg,6000,4000,person,4599.0,1762.0,5250.0,2194.0
569.jpg,6000,4000,,,,,
570.jpg,6000,4000,person,2455.0,2109.0,2886.0,2463.0
572.jpg,6000,4000,person,898.0,1175.0,1719.0,1564.0
573.jpg,6000,4000,person,4358.0,1317.0,5094.0,2024.0
574.jpg,6000,4000,person,714.0,2838.0,1174.0,3015.0
576.jpg,6000,4000,person,3169.0,1543.0,3608.0,2024.0
579.jpg,6000,4000,,,,,
580.jpg,6000,4000,,,,,
582.jpg,6000,4000,person,1301.0,3270.0,2250.0,3581.0
583.jpg,6000,4000,person,4740.0,439.0,5122.0,708.0
584.jpg,6000,4000,person,3658.0,3071.0,3926.0,3284.0
585.jpg,6000,4000,person,693.0,3149.0,1181.0,3446.0
586.jpg,6000,4000,person,2794.0,2718.0,3183.0,3121.0
587.jpg,6000,4000,person,2391.0,2619.0,2632.0,2781.0
588.jpg,6000,4000,person,5235.0,1204.0,6000.0,1897.0
590.jpg,6000,4000,,,,,
591.jpg,6000,4000,person,2292.0,2781.0,2681.0,3093.0
592.jpg,6000,4000,person,1280.0,8.0,1698.0,270.0
593.jpg,6000,4000,person,1443.0,3008.0,2158.0,3588.0
594.jpg,6000,4000,person,4584.0,3362.0,5143.0,3935.0
596.jpg,6000,4000,person,4096.0,2633.0,4344.0,2923.0
598.jpg,6000,4000,person,2766.0,2647.0,3099.0,3071.0
